#Δ (мм),Интенсивность
0.10160201602016021,0.3107344775467476
0.10161101611016111,0.31059592386911716
0.101620016200162,0.31045778533847507
0.1016290162901629,0.31032006144574004
0.1016380163801638,0.3101827516833903
0.1016470164701647,0.31004585554544406
0.10165601656016561,0.30990937252748385
0.10166501665016651,0.309773302126638
0.1016740167401674,0.3096376438415822
0.10168301683016831,0.3095023971725387
0.1016920169201692,0.30936756162127377
0.1017010170101701,0.3092331366911008
0.10171001710017101,0.30909912188686095
0.1017190171901719,0.30896551671494754
0.1017280172801728,0.30883232068328687
0.10173701737017371,0.3086995333013448
0.1017460174601746,0.30856715408010854
0.1017550175501755,0.30843518253211
0.10176401764017641,0.30830361817140706
0.1017730177301773,0.3081724605135903
0.1017820178201782,0.30804170907576467
0.10179101791017911,0.30791136337657254
0.10180001800018001,0.3077814229361754
0.1018090180901809,0.3076518872762605
0.1018180181801818,0.3075227559200224
0.1018270182701827,0.3073940283921859
0.1018360183601836,0.3072657042189883
0.10184501845018451,0.30713778292818117
0.10185401854018541,0.30701026404902904
0.1018630186301863,0.3068831471123074
0.1018720187201872,0.30675643165030525
0.1018810188101881,0.3066301171968067
0.101890018900189,0.30650420328711414
0.10189901899018991,0.3063786894580301
0.10190801908019081,0.3062535752478631
0.10191701917019172,0.30612886019641083
0.1019260192601926,0.30600454384498144
0.1019350193501935,0.30588062573637653
0.1019440194401944,0.3057571054148971
0.10195301953019531,0.3056339824263259
0.10196201962019621,0.3055112563179499
0.1019710197101971,0.30538892663854206
0.10198001980019801,0.3052669929383642
0.1019890198901989,0.3051454547691648
0.1019980199801998,0.30502431168417793
0.10200702007020071,0.30490356323812057
0.10201602016020161,0.30478320898719574
0.1020250202502025,0.3046632484890749
0.10203402034020341,0.30454368130291914
0.1020430204302043,0.30442450698936274
0.1020520205202052,0.3043057251105185
0.10206102061020611,0.3041873352299611
0.102070020700207,0.30406933691274834
0.1020790207902079,0.30395172972540774
0.10208802088020881,0.3038345132359238
0.10209702097020971,0.30371768701375873
0.1021060210602106,0.3036012506298359
0.10211502115021151,0.3034852036565455
0.1021240212402124,0.30336954566772806
0.1021330213302133,0.303254276238695
0.10214202142021421,0.30313939494621234
0.10215102151021511,0.30302490136850235
0.102160021600216,0.30291079508524227
0.1021690216902169,0.30279707567756226
0.1021780217802178,0.30268374272804427
0.1021870218702187,0.30257079582072327
0.10219602196021961,0.302458234541072
0.10220502205022051,0.30234605847602014
0.10221402214022142,0.30223426721393903
0.1022230222302223,0.30212286034464647
0.1022320223202232,0.30201183745939114
0.1022410224102241,0.3019011981508727
0.10225002250022501,0.3017909420132251
0.10225902259022591,0.30168106864202276
0.1022680226802268,0.3015715776342646
0.1022770227702277,0.3014624685883933
0.1022860228602286,0.30135374110428015
0.1022950229502295,0.3012453947832261
0.10230402304023041,0.30113742922796105
0.10231302313023131,0.3010298440426419
0.1023220232202322,0.3009226388328539
0.10233102331023311,0.3008158132055962
0.102340023400234,0.30070936676929994
0.1023490234902349,0.3006032991338137
0.10235802358023581,0.300497609910408
0.10236702367023671,0.300392298711761
0.1023760237602376,0.30028736515197624
0.10238502385023851,0.30018280884656845
0.10239402394023941,0.30007862941246805
0.1024030240302403,0.29997482646800633
0.10241202412024121,0.29987139963293424
0.1024210242102421,0.29976834852840717
0.102430024300243,0.29966567277698675
0.10243902439024391,0.29956337200264255
0.10244802448024481,0.2994614458307374
0.1024570245702457,0.29935989388804574
0.10246602466024661,0.2992587158027386
0.1024750247502475,0.2991579112043855
0.1024840248402484,0.29905747972395297
0.10249302493024931,0.29895742099380607
0.10250202502025021,0.29885773464769416
0.10251102511025112,0.29875842032076844
0.102520025200252,0.2986594776495677
0.1025290252902529,0.29856090627202314
0.1025380253802538,0.29846270582744433
0.10254702547025471,0.2983648759565363
0.10255602556025561,0.29826741630138587
0.10256502565025652,0.298170326505466
0.1025740257402574,0.29807360621362183
0.1025830258302583,0.29797725507208833
0.1025920259202592,0.29788127272847575
0.10260102601026011,0.29778565883177177
0.10261002610026101,0.2976904130323394
0.1026190261902619,0.29759553498191615
0.10262802628026281,0.2975010243336151
0.1026370263702637,0.2974068807419114
0.1026460264602646,0.2973131038626592
0.10265502655026551,0.29721969335307774
0.10266402664026641,0.2971266488717531
0.1026730267302673,0.2970339700786398
0.10268202682026821,0.2969416566350471
0.1026910269102691,0.29684970820365575
0.10270002700027,0.2967581244485073
0.10270902709027091,0.2966669050349942
0.1027180271802718,0.2965760496298755
0.1027270272702727,0.29648555790126424
0.10273602736027361,0.2963954295186285
0.10274502745027451,0.29630566415279014
0.1027540275402754,0.2962162614759235
0.10276302763027631,0.2961272211615535
0.1027720277202772,0.29603854288455783
0.1027810278102781,0.2959502263211533
0.10279002790027901,0.29586227114891245
0.10279902799027991,0.29577467704674976
0.10280802808028082,0.29568744369492655
0.1028170281702817,0.2956005707750384
0.1028260282602826,0.29551405797003005
0.1028350283502835,0.2954279049641862
0.10284402844028441,0.29534211144312134
0.10285302853028531,0.29525667709379533
0.10286202862028622,0.29517160160450073
0.1028710287102871,0.2950868846648671
0.102880028800288,0.2950025259658486
0.1028890288902889,0.294918525199739
0.10289802898028981,0.29483488206015956
0.10290702907029071,0.2947515962420602
0.1029160291602916,0.2946686674417182
0.10292502925029251,0.2945860953567371
0.1029340293402934,0.29450387968604486
0.1029430294302943,0.2944220201298958
0.10295202952029521,0.2943405163898583
0.10296102961029611,0.29425936816882914
0.102970029700297,0.29417857517102225
0.10297902979029791,0.294098137101972
0.1029880298802988,0.29401805366852185
0.1029970299702997,0.2939383245788387
0.10300603006030061,0.29385894954240066
0.1030150301503015,0.29377992827000166
0.1030240302403024,0.2937012604737394
0.10303303033030331,0.29362294586702953
0.10304203042030421,0.29354498416459424
0.1030510305103051,0.2934673750824635
0.10306003060030601,0.2933901183379736
0.1030690306903069,0.29331321364976626
0.1030780307803078,0.29323666073778953
0.10308703087030871,0.29316045932328666
0.10309603096030961,0.2930846091288098
0.1031050310503105,0.2930091098782087
0.1031140311403114,0.29293396129663485
0.1031230312303123,0.2928591631105298
0.1031320313203132,0.2927847150476389
0.10314103141031411,0.2927106168370005
0.10315003150031501,0.2926368682089491
0.10315903159031592,0.29256346889510493
0.1031680316803168,0.2924904186283871
0.1031770317703177,0.2924177171430026
0.1031860318603186,0.29234536417444984
0.10319503195031951,0.29227335945950816
0.10320403204032041,0.2922017027362509
0.1032130321303213,0.29213039374403443
0.10322203222032221,0.2920594322234996
0.1032310323103231,0.29198881791657044
0.103240032400324,0.291918550566453
0.10324903249032491,0.2918486299176365
0.10325803258032581,0.291779055715883
0.1032670326703267,0.29170982770823994
0.10327603276032761,0.2916409456430299
0.1032850328503285,0.2915724092698537
0.1032940329403294,0.29150421833958107
0.10330303303033031,0.2914363726043618
0.1033120331203312,0.29136887181761645
0.1033210332103321,0.29130171573403957
0.10333003330033301,0.2912349041095895
0.10333903339033391,0.29116843670150083
0.1033480334803348,0.2911023132682739
0.10335703357033571,0.2910365335696767
0.1033660336603366,0.2909710973667428
0.1033750337503375,0.2909060044217712
0.10338403384033841,0.2908412544983247
0.10339303393033931,0.2907768473612308
0.1034020340203402,0.29071278277657253
0.10341103411034111,0.29064906051170003
0.103420034200342,0.2905856803352207
0.1034290342903429,0.2905226420170025
0.10343803438034381,0.2904599453281649
0.10344703447034471,0.2903975900410895
0.10345603456034562,0.2903355759294135
0.1034650346503465,0.2902739027680223
0.1034740347403474,0.2902125703330603
0.1034830348303483,0.2901515784019224
0.10349203492034921,0.29009092675325643
0.10350103501035011,0.2900306151669544
0.10351003510035102,0.2899706434241635
0.10351903519035191,0.289911011307277
0.1035280352803528,0.2898517185999349
0.1035370353703537,0.28979276508702384
0.10354603546035461,0.2897341505546749
0.10355503555035551,0.2896758747902637
0.1035640356403564,0.2896179375824105
0.10357303573035731,0.2895603387209722
0.1035820358203582,0.2895030779970522
0.1035910359103591,0.2894461552029925
0.10360003600036001,0.2893895701323757
0.10360903609036091,0.28933332258001726
0.1036180361803618,0.2892774123419754
0.10362703627036271,0.28922183921554256
0.10363603636036361,0.2891666029992486
0.1036450364503645,0.28911170349285215
0.10365403654036541,0.28905714049735065
0.1036630366303663,0.28900291381497234
0.1036720367203672,0.2889490232491769
0.10368103681036811,0.28889546860465476
0.10369003690036901,0.2888422496873261
0.1036990369903699,0.2887893663043414
0.10370803708037081,0.28873681826407416
0.1037170371703717,0.2886846053761299
0.1037260372603726,0.2886327274513385
0.10373503735037351,0.2885811843017568
0.10374403744037441,0.2885299757406608
0.10375303753037532,0.28847910158255513
0.1037620376203762,0.28842856164316516
0.1037710377103771,0.28837835573943965
0.103780037800378,0.28832848368954345
0.10378903789037891,0.28827894531286596
0.10379803798037981,0.28822974043001426
0.10380703807038072,0.28818086886281524
0.1038160381603816,0.2881323304343084
0.1038250382503825,0.2880841249687547
0.1038340383403834,0.2880362522916291
0.10384303843038431,0.2879887122296215
0.10385203852038521,0.2879415046106362
0.10386103861038612,0.2878946292637903
0.10387003870038701,0.2878480860194152
0.1038790387903879,0.28780187470904933
0.1038880388803888,0.2877559951654465
0.10389703897038971,0.2877104472225691
0.10390603906039061,0.28766523071559036
0.1039150391503915,0.28762034548088733
0.10392403924039241,0.2875757913560495
0.10393303933039331,0.2875315681798716
0.1039420394203942,0.287487675792356
0.10395103951039511,0.28744411403470627
0.10396003960039601,0.2874008827493348
0.1039690396903969,0.2873579817798566
0.10397803978039781,0.2873154109710897
0.10398703987039871,0.2872731701690546
0.1039960399603996,0.2872312592209734
0.10400504005040051,0.28718967797526934
0.1040140401404014,0.2871484262815669
0.1040230402304023,0.28710750399068635
0.10403204032040321,0.2870669109546506
0.10404104041040411,0.28702664702667924
0.10405004050040502,0.2869867120611908
0.10405904059040591,0.2869471059137963
0.1040680406804068,0.2869078284413067
0.1040770407704077,0.2868688795017284
0.10408604086040861,0.28683025895425845
0.10409504095040951,0.2867919666592918
0.10410404104041042,0.28675400247841515
0.1041130411304113,0.2867163662744081
0.1041220412204122,0.2866790579112419
0.1041310413104131,0.28664207725407936
0.10414004140041401,0.286605424169275
0.10414904149041491,0.28656909852436974
0.10415804158041582,0.28653310018809763
0.10416704167041671,0.28649742903038006
0.1041760417604176,0.28646208492232655
0.1041850418504185,0.28642706773623533
0.10419404194041941,0.2863923773455881
0.10420304203042031,0.28635801362505625
0.1042120421204212,0.2863239764504967
0.10422104221042211,0.2862902656989481
0.10423004230042301,0.28625688124863713
0.1042390423904239,0.2862238229789729
0.10424804248042481,0.2861910907705481
0.10425704257042571,0.2861586845051391
0.1042660426604266,0.2861266040657013
0.10427504275042751,0.28609484933637475
0.10428404284042841,0.28606342020247955
0.1042930429304293,0.2860323165505164
0.10430204302043021,0.2860015382681656
0.1043110431104311,0.2859710852442872
0.104320043200432,0.2859409573689209
0.10432904329043291,0.2859111545332817
0.10433804338043381,0.2858816766297655
0.10434704347043472,0.28585252355194446
0.10435604356043561,0.2858236951945683
0.1043650436504365,0.2857951914535603
0.1043740437404374,0.2857670122260223
0.10438304383043831,0.2857391574102303
0.10439204392043921,0.2857116269056361
0.10440104401044012,0.2856844206128631
0.104410044100441,0.285657538433711
0.1044190441904419,0.28563098027115197
0.1044280442804428,0.28560474602933117
0.10443704437044371,0.28557883561356595
0.10444604446044461,0.2855532489303456
0.10445504455044552,0.2855279858873309
0.10446404464044641,0.2855030463933545
0.1044730447304473,0.28547843035841697
0.1044820448204482,0.28545413769369177
0.10449104491044911,0.2854301683115218
0.10450004500045001,0.28540652212541695
0.1045090450904509,0.28538319905005827
0.10451804518045181,0.28536019900129456
0.1045270452704527,0.28533752189614314
0.1045360453604536,0.28531516765278714
0.10454504545045451,0.28529313619057883
0.10455404554045541,0.28527142743003653
0.1045630456304563,0.28525004129284603
0.10457204572045721,0.2852289777018568
0.10458104581045811,0.2852082365810862
0.104590045900459,0.28518781785571623
0.10459904599045991,0.2851677214520937
0.1046080460804608,0.28514794729773024
0.1046170461704617,0.28512849532130163
0.10462604626046261,0.2851093654526481
0.10463504635046351,0.28509055762277163
0.1046440464404644,0.28507207176383936
0.10465304653046531,0.28505390780918055
0.1046620466204662,0.28503606569328765
0.1046710467104671,0.28501854535181376
0.10468004680046801,0.2850013467215754
0.10468904689046891,0.2849844697405504
0.10469804698046982,0.28496791434787816
0.1047070470704707,0.28495168048385777
0.1047160471604716,0.2849357680899505
0.1047250472504725,0.28492017710877754
0.10473404734047341,0.28490490748412034
0.10474304743047431,0.28488995916092
0.10475204752047522,0.2848753320852777
0.10476104761047611,0.28486102620445347
0.104770047700477,0.2848470414668673
0.1047790477904779,0.2848333778220963
0.10478804788047881,0.28482003522087784
0.10479704797047971,0.2848070136151071
0.1048060480604806,0.28479431295783786
0.10481504815048151,0.28478193320328044
0.1048240482404824,0.2847698743068041
0.1048330483304833,0.2847581362249357
0.10484204842048421,0.28474671891535797
0.10485104851048511,0.2847356223369119
0.104860048600486,0.28472484644959506
0.10486904869048691,0.2847143912145618
0.10487804878048781,0.2847042565941221
0.1048870488704887,0.284694442551743
0.10489604896048961,0.2846849490520475
0.10490504905049051,0.28467577606081446
0.1049140491404914,0.28466692354497836
0.10492304923049231,0.2846583914726295
0.10493204932049321,0.28465017981301344
0.1049410494104941,0.2846422885365313
0.10495004950049501,0.28463471761473846
0.1049590495904959,0.28462746702034647
0.1049680496804968,0.284620536727221
0.10497704977049771,0.28461392671038294
0.10498604986049861,0.28460763694600705
0.10499504995049952,0.2846016674114233
0.10500405004050041,0.28459601808511575
0.1050130501305013,0.28459068894672307
0.1050220502205022,0.28458567997703743
0.10503105031050311,0.28458099115800556
0.10504005040050401,0.28457662247272825
0.10504905049050492,0.2845725739054601
0.10505805058050581,0.2845688454416093
0.1050670506705067,0.28456543706773824
0.1050760507605076,0.28456234877156283
0.10508505085050851,0.28455958054195235
0.10509405094050941,0.28455713236893004
0.10510305103051032,0.2845550042436725
0.10511205112051121,0.28455319615850994
0.1051210512105121,0.28455170810692587
0.105130051300513,0.28455054008355735
0.10513905139051391,0.2845496920841948
0.10514805148051481,0.284549164105782
0.10515705157051572,0.28454895614641607
0.10516605166051661,0.2845490682053476
0.10517505175051751,0.28454950028298037
0.1051840518405184,0.2845502523808716
0.10519305193051931,0.28455132450173204
0.10520205202052021,0.2845527166494254
0.1052110521105211,0.2845544288289692
0.10522005220052201,0.28455646104653404
0.10522905229052291,0.2845588133094442
0.1052380523805238,0.28456148562617745
0.10524705247052471,0.28456447800636475
0.10525605256052561,0.2845677904607911
0.1052650526505265,0.284571423001395
0.10527405274052741,0.2845753756412682
0.10528305283052831,0.2845796483946567
0.10529205292052922,0.28458424127696025
0.10530105301053011,0.28458915430473236
0.105310053100531,0.28459438749568045
0.1053190531905319,0.28459994086866597
0.10532805328053281,0.284605814443705
0.10533705337053371,0.2846120082419673
0.10534605346053462,0.2846185222857773
0.10535505355053551,0.28462535659861365
0.1053640536405364,0.2846325112051099
0.1053730537305373,0.2846399861310539
0.10538205382053821,0.2846477814033887
0.10539105391053911,0.2846558970502118
0.10540005400054002,0.2846643331007768
0.10540905409054091,0.2846730895854915
0.1054180541805418,0.2846821665359194
0.1054270542705427,0.28469156398477946
0.10543605436054361,0.28470128196594696
0.10544505445054451,0.2847113205144524
0.10545405454054542,0.284721679666482
0.10546305463054631,0.2847323594593794
0.10547205472054721,0.2847433599316436
0.1054810548105481,0.28475468112293056
0.10549005490054901,0.2847663230740524
0.10549905499054991,0.2847782858269797
0.1055080550805508,0.28479056942483894
0.10551705517055171,0.2848031739119142
0.10552605526055261,0.28481609933364743
0.1055350553505535,0.28482934573663826
0.10554405544055441,0.2848429131686445
0.10555305553055531,0.28485680167858207
0.1055620556205562,0.28487101131652515
0.10557105571055711,0.2848855421337079
0.10558005580055801,0.28490039418252233
0.10558905589055892,0.2849155675165201
0.10559805598055981,0.2849310621904118
0.1056070560705607,0.2849468782600694
0.1056160561605616,0.28496301578252364
0.10562505625056251,0.2849794748159659
0.10563405634056341,0.2849962554197477
0.10564305643056432,0.2850133576543831
0.10565205652056521,0.285030781581546
0.1056610566105661,0.285048527264072
0.105670056700567,0.2850665947659588
0.10567905679056791,0.28508498415236616
0.10568805688056881,0.28510369548961645
0.10569705697056972,0.2851227288451939
0.10570605706057061,0.28514208428774807
0.1057150571505715,0.28516176188708986
0.1057240572405724,0.2851817617141946
0.10573305733057331,0.2852020838412014
0.10574205742057421,0.2852227283414154
0.10575105751057512,0.2852436952893049
0.10576005760057601,0.2852649847605041
0.10576905769057691,0.28528659683181185
0.1057780577805778,0.28530853158119523
0.10578705787057871,0.2853307890877855
0.10579605796057961,0.2853533694318813
0.1058050580505805,0.2853762726949485
0.10581405814058141,0.2853994989596203
0.10582305823058231,0.28542304830969795
0.1058320583205832,0.2854469208301502
0.10584105841058411,0.2854711166071168
0.10585005850058501,0.28549563572790443
0.1058590585905859,0.28552047828099
0.10586805868058681,0.28554564435601965
0.10587705877058771,0.28557113404381235
0.10588605886058862,0.28559694743635555
0.10589505895058951,0.2856230846268089
0.1059040590405904,0.2856495457095029
0.1059130591305913,0.28567633077994276
0.10592205922059221,0.285703439934804
0.10593105931059311,0.285730873271936
0.10594005940059402,0.2857586308903611
0.10594905949059491,0.285786712890278
0.1059580595805958,0.28581511937305787
0.1059670596705967,0.28584385044124755
0.10597605976059761,0.28587290619856953
0.10598505985059851,0.2859022867499224
0.10599405994059942,0.28593199220138127
0.10600306003060031,0.28596202266019755
0.1060120601206012,0.2859923782348031
0.1060210602106021,0.28602305903480507
0.10603006030060301,0.28605406517099025
0.10603906039060391,0.2860853967553246
0.10604806048060482,0.28611705390095293
0.10605706057060571,0.28614903672220326
0.1060660606606066,0.28618134533458167
0.1060750607506075,0.2862139798547754
0.10608406084060841,0.2862469404006569
0.10609306093060931,0.28628022709127815
0.1061020610206102,0.28631384004687505
0.10611106111061111,0.2863477793888674
0.10612006120061201,0.28638204523985933
0.1061290612906129,0.28641663772363973
0.10613806138061381,0.286451556965183
0.10614706147061471,0.2864868030906485
0.1061560615606156,0.2865223762273857
0.10616506165061651,0.286558276503928
0.10617406174061741,0.2865945040499978
0.10618306183061832,0.286631058996505
0.10619206192061921,0.2866679414755519
0.1062010620106201,0.2867051516204275
0.106210062100621,0.28674268956561083
0.10621906219062191,0.28678055544677605
0.10622806228062281,0.28681874940078506
0.10623706237062372,0.2868572715656936
0.10624606246062461,0.28689612208075044
0.1062550625506255,0.2869353010863968
0.1062640626406264,0.28697480872427217
0.10627306273062731,0.28701464513720726
0.10628206282062821,0.2870548104692298
0.10629106291062912,0.2870953048655642
0.10630006300063002,0.28713612847263176
0.1063090630906309,0.2871772814380519
0.1063180631806318,0.287218763910641
0.10632706327063271,0.2872605760404189
0.10633606336063361,0.2873027179786014
0.10634506345063452,0.2873451898776066
0.10635406354063541,0.28738799189105224
0.1063630636306363,0.2874311241737626
0.1063720637206372,0.2874745868817608
0.10638106381063811,0.287518380172275
0.10639006390063901,0.2875625042037363
0.10639906399063992,0.28760695913578516
0.10640806408064081,0.287651745129264
0.10641706417064171,0.28769686234622305
0.1064260642606426,0.2877423109499202
0.10643506435064351,0.2877880911048216
0.10644406444064441,0.28783420297660234
0.1064530645306453,0.287880646732146
0.10646206462064621,0.28792742253955095
0.10647106471064711,0.2879745305681229
0.106480064800648,0.288021970988381
0.10648906489064891,0.28806974397205604
0.10649806498064981,0.2881178496920972
0.1065070650706507,0.2881662883226637
0.10651606516065161,0.2882150600391319
0.10652506525065251,0.2882641650180927
0.10653406534065342,0.28831360343735934
0.10654306543065431,0.28836337547595775
0.10655206552065521,0.2884134813141347
0.1065610656106561,0.28846392113335495
0.10657006570065701,0.2885146951163086
0.10657906579065791,0.2885658034469025
0.10658806588065882,0.28861724631026725
0.10659706597065972,0.2886690238927567
0.1066060660606606,0.28872113638194874
0.1066150661506615,0.2887735839666462
0.10662406624066241,0.28882636683687607
0.10663306633066331,0.2888794851838971
0.10664206642066422,0.2889329392001907
0.10665106651066512,0.2889867290794683
0.106660066600666,0.2890408550166693
0.1066690666906669,0.28909531720796844
0.10667806678066781,0.28915011585076666
0.10668706687066871,0.2892052511436988
0.10669606696066962,0.28926072328663116
0.10670506705067051,0.28931653248066935
0.10671406714067141,0.2893726789281488
0.1067230672306723,0.2894291628326424
0.10673206732067321,0.2894859843989604
0.10674106741067411,0.28954314383315066
0.10675006750067502,0.2896006413424999
0.10675906759067591,0.28965847713553483
0.10676806768067681,0.2897166514220209
0.1067770677706777,0.2897751644129711
0.10678606786067861,0.28983401632063555
0.10679506795067951,0.2898932073585099
0.1068040680406804,0.2899527377413326
0.10681306813068131,0.2900126076850939
0.10682206822068221,0.29007281740702473
0.10683106831068312,0.29013336712560406
0.10684006840068401,0.2901942570605652
0.10684906849068491,0.29025548743288554
0.1068580685806858,0.29031705846479544
0.10686706867068671,0.29037897037977484
0.10687606876068761,0.2904412234025628
0.10688506885068852,0.29050381775914624
0.10689406894068941,0.29056675367676904
0.1069030690306903,0.2906300313839313
0.1069120691206912,0.29069365111039003
0.10692106921069211,0.2907576130871606
0.10693006930069301,0.2908219175465175
0.10693906939069392,0.2908865647219936
0.10694806948069482,0.290951554848389
0.1069570695706957,0.2910168881617607
0.1069660696606966,0.2910825648994308
0.10697506975069751,0.29114858529998416
0.10698406984069841,0.2912149496032778
0.10699306993069932,0.2912816580504292
0.10700207002070021,0.2913487108838259
0.10701107011070111,0.2914161083471223
