Пиковые значения Δ (мм)
0.11767617676176761
0.17120871208712088
0.22474124741247412
0.2782737827378274
0.3318063180631806
0.3853478534785348
0.438880388803888
0.49241292412924137
0.5459454594545945
0.5994779947799478
0.653019530195302
0.7065520655206552
0.7600846008460085
0.8136171361713617
0.867149671496715
0.9206912069120692
0.9742237422374225
